iter	Logloss
419	0.007271526078
420	0.007259675552
421	0.007257064902
422	0.007177156041
423	0.007174540019
424	0.007116733549
425	0.00710002963
426	0.007097442012
427	0.007086740698
428	0.00706941659
429	0.007066798252
430	0.007064405902
431	0.007061488192
432	0.007060343415
433	0.007047273039
434	0.007047047464
435	0.007044627858
436	0.006994006898
437	0.006985019126
438	0.006982279565
439	0.006897951084
440	0.006893784949
441	0.006862429987
442	0.006736914082
443	0.006733420588
444	0.006588745261
445	0.006580683211
446	0.006576388065
447	0.006508908904
448	0.006480109748
449	0.006476594638
450	0.006473888432
451	0.006469495041
452	0.00641660615
453	0.006385749189
454	0.006360535417
455	0.006358461852
456	0.006353535891
457	0.006337364038
458	0.006330101552
459	0.006298847079
460	0.006296265904
461	0.006291321831
462	0.006289330129
463	0.006288865911
464	0.006285726707
465	0.006282348782
466	0.006260574429
467	0.006260345936
468	0.006227257507
469	0.006222952185
470	0.006219121245
471	0.006216957711
472	0.00621655929
473	0.006214368974
474	0.006188780388
475	0.00618873438
476	0.006186008978
477	0.006174393776
478	0.00617196226
479	0.006169860226
480	0.006127281096
481	0.00612117001
482	0.006119180955
483	0.00611496911
484	0.006073841088
485	0.006072599332
486	0.006071346577
487	0.006069490211
488	0.006039925107
489	0.006001687325
490	0.005988728666
491	0.005985220476
492	0.005964670076
493	0.005958088104
494	0.005956433624
495	0.005954047349
496	0.005944363008
497	0.005942697341
498	0.005940622166
499	0.005926282719
500	0.005918564223
501	0.005842446307
502	0.005837524744
503	0.005796209622
504	0.005786570808
505	0.00575620401
506	0.005752802734
507	0.005707790688
508	0.005705952345
509	0.005677682471
510	0.005676553351
511	0.005644617869
512	0.005642062085
513	0.005625543756
514	0.00562362759
515	0.005622274541
516	0.005615172587
517	0.005613341448
518	0.005611788413
519	0.00561013216
520	0.005603661962
521	0.005534818828
522	0.005496768856
523	0.005484214471
524	0.005482728048
525	0.005480710908
526	0.005454800029
527	0.005453727253
528	0.005453013867
529	0.005445383504
530	0.005438668562
531	0.005437189613
532	0.00543516329
533	0.005405092694
534	0.005391319408
535	0.005385308961
536	0.005383237923
537	0.00537134431
538	0.005366719521
539	0.005364760996
540	0.005313153763
541	0.005292841104
542	0.005288004166
543	0.005287095885
544	0.005257522505
545	0.005257415729
546	0.00525460296
547	0.005254492206
548	0.005248520154
549	0.005197657831
550	0.005169607421
551	0.005167373415
552	0.005150911047
553	0.005149537363
554	0.005149512686
555	0.005143594406
556	0.005141039876
557	0.005120597986
558	0.005100570417
559	0.00509941816
560	0.005047904035
561	0.005045652023
562	0.005038011655
563	0.005034433932
564	0.00503289842
565	0.005029257621
566	0.005028542816
567	0.005022276152
568	0.005018532501
569	0.005010699432
570	0.005004813751
571	0.004994291372
572	0.004992682338
573	0.004991607745
574	0.004972509725
575	0.004969913512
576	0.004949438663
577	0.004926916923
578	0.004925497278
579	0.004910642411
580	0.004909624416
581	0.004890955455
582	0.00488806716
583	0.004887422425
584	0.004887380988
585	0.00488147434
586	0.004869766623
587	0.004868615927
588	0.004857492882
589	0.004843868767
590	0.004840112421
591	0.004838667526
592	0.004835500172
593	0.004814243316
594	0.004806439179
595	0.004798992082
596	0.004798181182
597	0.004786660138
598	0.004783538272
599	0.004767440022
600	0.004766414297
601	0.004758331484
602	0.004729869617
603	0.004719442244
604	0.004717414725
605	0.004695938012
606	0.004694164626
607	0.004692315005
608	0.004677478604
609	0.004674621539
610	0.004669908538
611	0.004649892908
612	0.004649211887
613	0.004645091334
614	0.004628563395
615	0.004615414123
616	0.004609659836
617	0.004597893701
618	0.00459718842
619	0.004595231722
620	0.004591865277
621	0.004582454106
622	0.004576183501
623	0.004564522579
624	0.004555535371
625	0.004542541403
626	0.004540959692
627	0.00453930784
628	0.00453575749
629	0.004502563426
630	0.004501937536
631	0.004493741608
632	0.004455528558
633	0.004432011481
634	0.00443025004
635	0.004428438789
636	0.00442770933
637	0.004417259032
638	0.004416217886
639	0.004411859712
640	0.004409374891
641	0.004408926514
642	0.004376217607
643	0.004372000246
644	0.004347113837
645	0.004324776853
646	0.004310367846
647	0.00430664916
648	0.004305359339
649	0.004303284817
650	0.004289022726
651	0.004269761038
652	0.004263155671
653	0.004237013821
654	0.004230985221
655	0.004230789685
656	0.004230733682
657	0.004226938373
658	0.004223148722
659	0.004218883089
660	0.004217211619
661	0.004214523483
662	0.004214202795
663	0.004213544849
664	0.004212813511
665	0.00421200597
666	0.004207388067
667	0.004206221264
668	0.004205907212
669	0.004204663474
670	0.004165292054
671	0.00416404943
672	0.004160845655
673	0.004123227304
674	0.004091397477
675	0.004075436105
676	0.004033303522
677	0.004031676018
678	0.004026564576
679	0.004025082845
680	0.004023620635
681	0.004022693247
682	0.004005460532
683	0.004004593585
684	0.004003632822
685	0.003995633602
686	0.00399465348
687	0.003990758899
688	0.003971798807
689	0.003969220516
690	0.003905958846
691	0.00389973512
692	0.003899612428
693	0.003898373013
694	0.003898369877
695	0.003888990515
696	0.00386977139
697	0.003868558259
698	0.003861136476
699	0.003860519642
700	0.003858622871
701	0.003857590217
702	0.003849643804
703	0.003849575486
704	0.003848041865
705	0.003847196169
706	0.00384471993
707	0.003823396888
708	0.003819604571
709	0.003812628588
710	0.003811663027
711	0.00378295623
712	0.003774769153
713	0.003773750953
714	0.003773357982
715	0.003772195952
716	0.003770963511
717	0.003763205471
718	0.003762471292
719	0.003762012156
720	0.003761072127
721	0.003735914439
722	0.003734831134
723	0.003734820146
724	0.003720249752
725	0.00371925363
726	0.003718048242
727	0.003714316768
728	0.003705963358
729	0.00370466998
730	0.003703725257
731	0.003694903028
732	0.003690104087
733	0.003688952806
734	0.003688173868
735	0.003681892312
736	0.003679876369
737	0.003669794343
738	0.003665954277
739	0.003662955746
740	0.003660219118
741	0.00365962202
742	0.003654780524
743	0.003654466388
744	0.003629270413
745	0.003628921332
746	0.003625604074
747	0.003608599319
748	0.003590914578
749	0.003589244873
750	0.003560582317
751	0.003559024666
752	0.003556499326
753	0.003556196901
754	0.003555015685
755	0.003554411752
756	0.003551717941
757	0.003549256392
758	0.003547559898
759	0.003541448874
760	0.003538503414
761	0.003538050185
762	0.00353761662
763	0.0035343767
764	0.003531380897
765	0.003516956556
766	0.003516669442
767	0.003515092139
768	0.003510203611
769	0.003509212468
770	0.003506621549
771	0.003502992189
772	0.00350262445
773	0.003490261479
774	0.00347428229
775	0.003463752904
776	0.00346344466
777	0.003459673522
778	0.003459005958
779	0.003457846441
780	0.003442651018
781	0.003442372215
782	0.00343982706
783	0.003439305421
784	0.003429761107
785	0.00342872745
786	0.003428614291
787	0.003427500389
788	0.003425802836
789	0.003424737232
790	0.003407281733
791	0.003406667324
792	0.003385793879
793	0.003385071169
794	0.003382713699
795	0.003381984859
796	0.003381746722
797	0.003381104923
798	0.003366872285
799	0.003366034788
800	0.00336326745
801	0.003355106037
802	0.003313585137
803	0.003312946828
804	0.003312232538
805	0.003312027547
806	0.003309919138
807	0.003309335619
808	0.003304784889
809	0.003302408016
810	0.003294478078
811	0.003293264649
812	0.003285423541
813	0.003284314665
814	0.003282407507
815	0.003280582235
816	0.003257941351
817	0.003257395494
818	0.003257061287
819	0.003256156359
820	0.003245730315
821	0.003244451119
822	0.003243098682
823	0.003240598974
824	0.003215297829
825	0.003215284511
826	0.003213789146
827	0.003206890308
828	0.003206540509
829	0.003195800168
830	0.003188884089
831	0.00318844017
832	0.003186104303
833	0.003184539891
834	0.003184513999
835	0.00318347627
836	0.003172860375
837	0.003172111065
838	0.00316950836
839	0.00316632055
840	0.003162839305
841	0.003161805647
842	0.003152486087
843	0.003150401915
844	0.003147059894
845	0.00314567859
846	0.003143997648
847	0.003136887232
848	0.003123575758
849	0.003120987732
850	0.003115591613
851	0.003099905673
852	0.003094878954
853	0.003093105784
854	0.003092508506
855	0.003064358192
856	0.003063883467
857	0.003063882939
858	0.003062018383
859	0.003059147007
860	0.003058562397
861	0.003058141214
862	0.003056145795
863	0.003055669412
864	0.003054201949
865	0.003050759572
866	0.003038641703
867	0.003008950876
868	0.003007801716
869	0.003001906633
870	0.003001318453
871	0.002998732705
872	0.00299711159
873	0.00299630809
874	0.002995707931
875	0.002993804453
876	0.00298129276
877	0.002967052603
878	0.002958053283
879	0.002957334935
880	0.002955666429
881	0.002951215107
882	0.002950195266
883	0.00293626842
884	0.002934176484
885	0.002932366733
886	0.002929382016
887	0.002925888247
888	0.002925085195
889	0.002924764557
890	0.002924187593
891	0.002922493978
892	0.002922002064
893	0.002921868148
894	0.002918372591
895	0.002892817912
896	0.002892560243
897	0.002892358792
898	0.002891958114
899	0.002889638154
900	0.002888980614
901	0.002888316789
902	0.002865464487
903	0.002865463886
904	0.002864896424
905	0.002859343367
906	0.002855764624
907	0.002855395539
908	0.002854567636
909	0.00284984627
910	0.002849006902
911	0.002848495283
912	0.002846991073
913	0.002834538164
914	0.002833016303
915	0.002830567243
916	0.002826795371
917	0.002824572032
918	0.002823354548
919	0.002822804929
920	0.002820639014
921	0.002819943524
922	0.002819045417
923	0.002819027247
924	0.002811662299
925	0.002811055385
926	0.002804166529
927	0.002802824713
928	0.002786089176
929	0.002785755738
930	0.002785315371
931	0.002784981284
932	0.002783622192
933	0.002772530846
934	0.002770971583
935	0.002770647153
936	0.00275606708
937	0.002755562551
938	0.002746768787
939	0.002745559951
940	0.002745488441
941	0.002743212384
942	0.002742628362
943	0.002741959185
944	0.002741676234
945	0.002739562598
946	0.002739287859
947	0.002707466324
948	0.002698037171
949	0.002693174042
950	0.002692730892
951	0.002690856925
952	0.002690516588
953	0.002688657874
954	0.002687459341
955	0.002686792225
956	0.002685966969
957	0.002677412844
958	0.002676492184
959	0.002675630224
960	0.002674295551
961	0.002671055106
962	0.002670776143
963	0.002670321776
964	0.00266774222
965	0.002667077975
966	0.002666576104
967	0.002657861846
968	0.002657527082
969	0.002657194439
970	0.002656910132
971	0.002651679575
972	0.002641256588
973	0.002636651667
974	0.002626436729
975	0.002625395633
976	0.002624175109
977	0.002623683307
978	0.00260390348
979	0.002599511607
980	0.002598547982
981	0.002598540241
982	0.002598120142
983	0.002597424551
984	0.002594795808
985	0.002594218126
986	0.002590019504
987	0.002588890386
988	0.002581370969
989	0.00258002541
990	0.002579431763
991	0.002578796409
992	0.002571560503
993	0.002571325692
994	0.002571086265
995	0.002564521153
996	0.002561700645
997	0.002561240139
998	0.002560600439
999	0.002555654202
